site,average,lat,long,range,,site_no,dec_lat_va,dec_long_va
1021000,-0.329756933,45.1369444,-67.3180556,4,,1010000,46.70055556,-69.7155556
1018500,-7.300133537,45.5683333,-67.4283333,4,,1010070,46.89388889,-69.7516667
1021470,-0.495214746,44.8008333,-67.725,4,,1010500,47.11305556,-69.0880556
1021480,0.535784089,44.9369444,-67.7361111,3,,1011000,47.0697222,-69.0794444
1019000,-2.106515373,45.1725,-67.76888889,4,,1011500,47.20697926,-68.9564281
1018035,0.772736334,46.1811111,-67.80388889,1,,1013500,47.2375,-68.58277778
1018009,-0.16606933,46.11527778,-67.84027778,4,,1014000,47.2833333,-68.58527778
1018000,0.770361783,46.105,-67.8666667,1,,1015800,46.52305556,-68.3716667
1017960,0.674559604,46.105,-67.88138889,2,,1017000,46.7772222,-68.1572222
1022500,0.422000309,44.60805556,-67.93527778,4,,1017060,46.7836111,-67.9891667
1017290,0.215491274,46.8886111,-67.945,4,,1017290,46.8886111,-67.945
1017550,-28.11095637,46.62805556,-67.9530556,4,,1017550,46.62805556,-67.9530556
1017060,-2.766564452,46.7836111,-67.9891667,4,,1017960,46.105,-67.88138889
1022294,-0.022222222,44.85909167,-68.10396389,4,,1018000,46.105,-67.8666667
1017000,0.400752879,46.7772222,-68.1572222,4,,1018009,46.11527778,-67.84027778
1030350,0.572083241,45.7086111,-68.1580556,3,,1018035,46.1811111,-67.80388889
1022840,-0.489091238,44.33277778,-68.2066667,4,,1018500,45.5683333,-67.4283333
1030500,0.674765257,45.5011111,-68.3058333,2,,1019000,45.1725,-67.76888889
1015800,0.670337201,46.52305556,-68.3716667,2,,1021000,45.1369444,-67.3180556
1013500,0.197215137,47.2375,-68.58277778,4,,1021470,44.8008333,-67.725
1014000,0.326491348,47.2833333,-68.58527778,4,,1021480,44.9369444,-67.7361111
1029500,0.808171646,45.73027778,-68.5894444,1,,1022294,44.85909167,-68.10396389
1029200,0.811138505,46.14305556,-68.6336111,1,,1022500,44.60805556,-67.93527778
1034500,-0.160638738,45.2361111,-68.65138889,4,,1022840,44.33277778,-68.2066667
1037000,0.206582148,44.8611111,-68.8316667,4,,1027200,45.93527778,-69.9936111
1034000,0.24932321,45.26055556,-68.8686111,4,,1029200,46.14305556,-68.6336111
1037380,-0.262857538,44.32916667,-69.0608333,4,,1029500,45.73027778,-68.5894444
1011000,0.382680351,47.0697222,-69.0794444,4,,1030350,45.7086111,-68.1580556
1010500,0.3399162,47.11305556,-69.0880556,4,,1030500,45.5011111,-68.3058333
1031510,0.155071566,45.15027778,-69.23638889,4,,1031300,45.2672222,-69.58388889
1031500,0.749709996,45.175,-69.3147222,2,,1031450,45.1844444,-69.4522222
1031450,0.492143384,45.1844444,-69.4522222,4,,1031500,45.175,-69.3147222
1031300,0.682545045,45.2672222,-69.58388889,2,,1031510,45.15027778,-69.23638889
1038000,-0.202140577,44.22277778,-69.59388889,4,,1034000,45.26055556,-68.8686111
1048220,0.186868558,44.9475,-69.6569444,4,,1034500,45.2361111,-68.65138889
1010000,0.354638857,46.70055556,-69.7155556,4,,1037000,44.8611111,-68.8316667
1010070,-0.068628757,46.89388889,-69.7516667,4,,1037380,44.32916667,-69.0608333
1049500,0.074659821,44.22916667,-69.7780556,4,,1038000,44.22277778,-69.59388889
1046000,0.741966224,45.0644444,-69.8805556,2,,1042500,45.3397222,-69.9619444
1046500,0.217424507,45.0519444,-69.8855556,4,,1043500,45.22905,-70.20112778
1047150,-0.307202017,44.77888889,-69.8869444,4,,1044550,45.3136111,-70.2416667
1048000,0.341235138,44.70805556,-69.9375,4,,1046000,45.0644444,-69.8805556
1047000,0.758113786,44.86916667,-69.955,1,,1046500,45.0519444,-69.8855556
1042500,-0.91864307,45.3397222,-69.9619444,4,,1047000,44.86916667,-69.955
1027200,-0.064878518,45.93527778,-69.9936111,4,,1047150,44.77888889,-69.8869444
1105880,-0.453723279,41.70011074,-70.1069625,4,,1047200,44.85777778,-70.48527778
1059000,-0.633622217,44.0722222,-70.2080556,4,,1048000,44.70805556,-69.9375
1055500,0.379358473,44.26944444,-70.2297222,4,,1048220,44.9475,-69.6569444
1044550,0.35389941,45.3136111,-70.2416667,4,,1049500,44.22916667,-69.7780556
1047200,0.324867649,44.85777778,-70.48527778,4,,1052500,44.8775,-71.0575
11058837,-16.26481652,41.59233175,-70.50780579,4,,1053500,44.7825,-71.1286111
