site,average,lat,long,range,,site_no,dec_lat_va,dec_long_va
1021000,-1.275189439,45.1369444,-67.3180556,4,,1010000,46.70055556,-69.7155556
1018500,-20.51682169,45.5683333,-67.4283333,4,,1010070,46.89388889,-69.7516667
1021470,-5.959117442,44.8008333,-67.725,4,,1010500,47.11305556,-69.0880556
1019000,-1.730662991,45.1725,-67.76888889,4,,1011000,47.0697222,-69.0794444
1017550,-0.006672177,46.62805556,-67.9530556,4,,1011500,47.20697926,-68.9564281
1022294,-0.247861988,44.85909167,-68.10396389,4,,1013500,47.2375,-68.58277778
1017000,0.366854524,46.7772222,-68.1572222,4,,1014000,47.2833333,-68.58527778
1030500,0.289336203,45.5011111,-68.3058333,4,,1015800,46.52305556,-68.3716667
1014000,0.300400749,47.2833333,-68.58527778,4,,1017000,46.7772222,-68.1572222
1029500,-0.105728051,45.73027778,-68.5894444,4,,1017060,46.7836111,-67.9891667
1034500,0.003971654,45.2361111,-68.65138889,4,,1017290,46.8886111,-67.945
1034000,0.4176342,45.26055556,-68.8686111,4,,1017550,46.62805556,-67.9530556
1037380,0.247737139,44.32916667,-69.0608333,4,,1017960,46.105,-67.88138889
1010500,-0.196226423,47.11305556,-69.0880556,4,,1018000,46.105,-67.8666667
1038000,-0.269712412,44.22277778,-69.59388889,4,,1018009,46.11527778,-67.84027778
1010000,0.203980882,46.70055556,-69.7155556,4,,1018035,46.1811111,-67.80388889
1010070,0.46368557,46.89388889,-69.7516667,4,,1018500,45.5683333,-67.4283333
1049500,0.3564347,44.22916667,-69.7780556,4,,1019000,45.1725,-67.76888889
1046500,-0.799482109,45.0519444,-69.8855556,4,,1021000,45.1369444,-67.3180556
1048000,0.478936241,44.70805556,-69.9375,4,,1021470,44.8008333,-67.725
1042500,-7.087047328,45.3397222,-69.9619444,4,,1021480,44.9369444,-67.7361111
1059000,-1.640866521,44.0722222,-70.2080556,4,,1022294,44.85909167,-68.10396389
11058837,-9.765119618,41.59233175,-70.50780579,4,,1022500,44.60805556,-67.93527778
