site,average,lat,long,range,,site_no,dec_lat_va,dec_long_va
12399500,-0.862864992,49.00074966,-117.6294206,4,,1010000,46.70055556,-69.7155556
12306500,-1.326783549,48.99916667,-116.1797222,4,,1010070,46.89388889,-69.7516667
12321500,0.697075611,48.9972222,-116.5691667,2,,1010500,47.11305556,-69.0880556
5124000,-1.805688171,48.9964079,-100.9584889,4,,1011000,47.0697222,-69.0794444
5106000,-0.377233354,48.99248859,-95.6621992,4,,1011500,47.20697926,-68.9564281
5114000,-9.293981408,48.9900156,-101.9582209,4,,1013500,47.2375,-68.58277778
5100000,-4.714504663,48.9897138,-97.5570221,4,,1014000,47.2833333,-68.58527778
12442500,0.940823449,48.98460109,-119.6184098,1,,1015800,46.52305556,-68.3716667
12404500,-0.201799809,48.9843487,-118.2163989,4,,1017000,46.7772222,-68.1572222
5112000,-0.986949621,48.98164829,-96.4630804,4,,1017060,46.7836111,-67.9891667
12401500,-0.203701662,48.98128428,-118.7664259,4,,1017290,46.8886111,-67.945
5113600,-0.970446812,48.9811417,-103.0765734,4,,1017550,46.62805556,-67.9530556
6169500,-4.120111339,48.969375,-106.8398417,4,,1017960,46.105,-67.88138889
12212050,-0.316366305,48.9387257,-122.4790532,4,,1018000,46.105,-67.8666667
12439500,-4.566646663,48.9307184,-119.4203419,4,,1018009,46.11527778,-67.84027778
5107500,-1.62137625,48.9102603,-95.9219402,4,,1018035,46.1811111,-67.80388889
12205000,0.598647382,48.90595739,-121.8443104,3,,1018500,45.5683333,-67.4283333
12301300,-3.864026449,48.89359167,-115.0878528,4,,1019000,45.1725,-67.76888889
12397100,-1455.502699,48.84492215,-117.2877419,4,,1021000,45.1369444,-67.3180556
12213100,-0.311780721,48.84483249,-122.5893389,4,,1021470,44.8008333,-67.725
5017500,-2.195159368,48.83303718,-113.4206533,4,,1021480,44.9369444,-67.7361111
12210900,0.615102446,48.8326141,-122.3390502,3,,1022294,44.85909167,-68.10396389
12447390,0.076245299,48.8229245,-120.1459245,4,,1022500,44.60805556,-67.93527778
5014500,0.598269101,48.7988333,-113.6567306,3,,1022840,44.33277778,-68.2066667
5104500,-1.270801494,48.79470197,-95.7424885,4,,1027200,45.93527778,-69.9936111
12396500,-1.485736188,48.78102736,-117.4163559,4,,1029200,46.14305556,-68.6336111
12208000,0.59710937,48.7792828,-122.1065434,3,,1029500,45.73027778,-68.5894444
5094000,-0.214808463,48.7324786,-96.6675444,4,,1030350,45.7086111,-68.1580556
6183450,-3.252660778,48.6728972,-104.5120861,4,,1030500,45.5011111,-68.3058333
12175500,0.5266559,48.6726287,-121.0728964,3,,1031300,45.2672222,-69.58388889
12178000,-10.17717098,48.67179229,-121.2462348,4,,1031450,45.1844444,-69.4522222
12209490,0.37504493,48.6715016,-122.1396,4,,1031500,45.175,-69.3147222
12178100,0.370951048,48.66012536,-121.2476233,4,,1031510,45.15027778,-69.23638889
5133500,-0.312723763,48.6344009,-93.913228,4,,1034000,45.26055556,-68.8686111
6099000,-39.08158115,48.63340278,-112.3464806,4,,1034500,45.2361111,-68.65138889
12445000,0.607105005,48.632375,-119.4617229,3,,1037000,44.8611111,-68.8316667
12305000,-0.358629273,48.6175,-116.0463889,4,,1037380,44.32916667,-69.0608333
