site,average,lat,long,range,,site_no,dec_lat_va,dec_long_va
1021000,-0.442667837,45.1369444,-67.3180556,4,,1010000,46.70055556,-69.7155556
1018500,-28.24689162,45.5683333,-67.4283333,4,,1010070,46.89388889,-69.7516667
1021470,-0.52450772,44.8008333,-67.725,4,,1010500,47.11305556,-69.0880556
1021480,0.760941527,44.9369444,-67.7361111,1,,1011000,47.0697222,-69.0794444
1019000,-2.508817088,45.1725,-67.76888889,4,,1011500,47.20697926,-68.9564281
1018035,0.446306758,46.1811111,-67.80388889,4,,1013500,47.2375,-68.58277778
1018009,-3.155479073,46.11527778,-67.84027778,4,,1014000,47.2833333,-68.58527778
1018000,0.644697212,46.105,-67.8666667,3,,1015800,46.52305556,-68.3716667
1017960,0.459924192,46.105,-67.88138889,4,,1017000,46.7772222,-68.1572222
1022500,0.654845552,44.60805556,-67.93527778,2,,1017060,46.7836111,-67.9891667
1017290,-2.732921479,46.8886111,-67.945,4,,1017290,46.8886111,-67.945
1017550,0.126484908,46.62805556,-67.9530556,4,,1017550,46.62805556,-67.9530556
1017060,0.387640489,46.7836111,-67.9891667,4,,1017960,46.105,-67.88138889
1022294,-0.102264685,44.85909167,-68.10396389,4,,1018000,46.105,-67.8666667
1017000,-0.343832038,46.7772222,-68.1572222,4,,1018009,46.11527778,-67.84027778
1030350,0.381146482,45.7086111,-68.1580556,4,,1018035,46.1811111,-67.80388889
1022840,0.02906715,44.33277778,-68.2066667,4,,1018500,45.5683333,-67.4283333
1030500,0.766474735,45.5011111,-68.3058333,1,,1019000,45.1725,-67.76888889
1015800,-1.437873916,46.52305556,-68.3716667,4,,1021000,45.1369444,-67.3180556
1013500,-0.274421305,47.2375,-68.58277778,4,,1021470,44.8008333,-67.725
1014000,-2.508787404,47.2833333,-68.58527778,4,,1021480,44.9369444,-67.7361111
1029500,0.20824991,45.73027778,-68.5894444,4,,1022294,44.85909167,-68.10396389
1029200,0.245639099,46.14305556,-68.6336111,4,,1022500,44.60805556,-67.93527778
1034500,0.122787851,45.2361111,-68.65138889,4,,1022840,44.33277778,-68.2066667
1037000,0.259760865,44.8611111,-68.8316667,4,,1027200,45.93527778,-69.9936111
1034000,-0.067675191,45.26055556,-68.8686111,4,,1029200,46.14305556,-68.6336111
1037380,0.281632785,44.32916667,-69.0608333,4,,1029500,45.73027778,-68.5894444
1011000,-7.055939978,47.0697222,-69.0794444,4,,1030350,45.7086111,-68.1580556
1010500,-6.411977932,47.11305556,-69.0880556,4,,1030500,45.5011111,-68.3058333
1031510,0.416722727,45.15027778,-69.23638889,4,,1031300,45.2672222,-69.58388889
1031500,0.816268499,45.175,-69.3147222,1,,1031450,45.1844444,-69.4522222
1031450,0.702626216,45.1844444,-69.4522222,2,,1031500,45.175,-69.3147222
1031300,0.504391937,45.2672222,-69.58388889,3,,1031510,45.15027778,-69.23638889
1038000,0.481555311,44.22277778,-69.59388889,4,,1034000,45.26055556,-68.8686111
1048220,0.721694269,44.9475,-69.6569444,2,,1034500,45.2361111,-68.65138889
1010000,-11.25218462,46.70055556,-69.7155556,4,,1037000,44.8611111,-68.8316667
1010070,-3.436649511,46.89388889,-69.7516667,4,,1037380,44.32916667,-69.0608333
1049500,-0.660553576,44.22916667,-69.7780556,4,,1038000,44.22277778,-69.59388889
1046000,0.527742867,45.0644444,-69.8805556,3,,1042500,45.3397222,-69.9619444
1046500,-57.82236785,45.0519444,-69.8855556,4,,1043500,45.22905,-70.20112778
1047150,-19.03300085,44.77888889,-69.8869444,4,,1044550,45.3136111,-70.2416667
1048000,0.204373938,44.70805556,-69.9375,4,,1046000,45.0644444,-69.8805556
1047000,0.962774978,44.86916667,-69.955,1,,1046500,45.0519444,-69.8855556
1042500,-12.71889576,45.3397222,-69.9619444,4,,1047000,44.86916667,-69.955
1027200,0.392134536,45.93527778,-69.9936111,4,,1047150,44.77888889,-69.8869444
1105880,0.110760952,41.70011074,-70.1069625,4,,1047200,44.85777778,-70.48527778
1059000,-2.143625382,44.0722222,-70.2080556,4,,1048000,44.70805556,-69.9375
1055500,0.876959463,44.26944444,-70.2297222,1,,1048220,44.9475,-69.6569444
1044550,-1.294669279,45.3136111,-70.2416667,4,,1049500,44.22916667,-69.7780556
1047200,0.692266897,44.85777778,-70.48527778,2,,1052500,44.8775,-71.0575
11058837,-7.797538697,41.59233175,-70.50780579,4,,1053500,44.7825,-71.1286111
1057000,0.917359577,44.30388889,-70.5397222,1,,1053600,44.6661111,-71.18138889
1054500,-0.537148639,44.5519444,-70.5441667,4,,1054000,44.4358333,-71.19027778
1067950,0.030509773,43.4322222,-70.5533333,4,,1054114,44.38131944,-71.1706556
1069700,-8.136143712,43.37916667,-70.5833333,4,,1054200,44.39055556,-70.9797222
1055000,0.649966404,44.64277778,-70.58888889,3,,1054300,44.5933333,-70.7330556
1105876,-0.947949138,41.94177039,-70.6225338,4,,1054500,44.5519444,-70.5441667
1063310,-29.41648938,43.85555556,-70.6397222,4,,1055000,44.64277778,-70.58888889
1069500,0.066089417,43.4183333,-70.6583333,4,,1055500,44.26944444,-70.2297222
1054300,0.782086143,44.5933333,-70.7330556,1,,1057000,44.30388889,-70.5397222
1105870,-0.480909259,41.9909362,-70.7336491,4,,1059000,44.0722222,-70.2080556
1068910,0.120034186,43.4183333,-70.7380556,4,,1063310,43.85555556,-70.6397222
1066000,-0.046463727,43.80805556,-70.7816667,4,,1064118,43.68694444,-70.3472222
1105730,0.084822142,42.1006571,-70.8225415,4,,10642505,44.08388889,-71.2855556
1073785,-5.297008373,43.0358333,-70.8475,4,,1064500,43.9908333,-71.0905556
1102000,0.597674362,42.6598157,-70.8936622,3,,1064801,43.83007396,-71.2878488
1105608,-6.793675895,42.21305556,-70.92638889,4,,1066000,43.80805556,-70.7816667
1105600,0.032760514,42.1903779,-70.9447679,4,,1067950,43.4322222,-70.5533333
1101000,0.610699292,42.75286948,-70.9456096,3,,1068910,43.4183333,-70.7380556
1073500,-0.430585523,43.10258558,-70.952559,4,,1069500,43.4183333,-70.6583333
1108000,0.265525762,41.9339903,-70.9564307,4,,1069700,43.37916667,-70.5833333
1072870,0.420963996,43.23480487,-70.9564507,4,,1072800,43.26841527,-70.9736739
1073000,-0.199965769,43.1486955,-70.9650603,4,,1072870,43.23480487,-70.9564507
1072800,0.577003959,43.26841527,-70.9736739,3,,1073000,43.1486955,-70.9650603
1105583,0.181228444,42.22093308,-70.9781026,4,,1073319,43.04138889,-71.2016667
1054200,-0.334534821,44.39055556,-70.9797222,4,,1073500,43.10258558,-70.952559
1105933,0.399438948,41.58538185,-70.9903171,4,,10735562,42.94897557,-71.16478279
1102345,0.182919327,42.4695404,-71.0069954,4,,1073587,42.9845316,-71.038392
1101500,0.546844199,42.56953869,-71.0269974,3,,1073785,43.0358333,-70.8475
1073587,-0.188782344,42.9845316,-71.038392,4,,1074520,44.0475669,-71.6598029
1052500,-0.042622931,44.8775,-71.0575,4,,1075000,43.9761792,-71.6795244
11055566,-9.962473818,42.2709321,-71.06838369,4,,1076000,43.79562647,-71.8453594
1108410,0.582999807,41.8998232,-71.0894897,3,,1076500,43.7592388,-71.6856337
1064500,0.751385319,43.9908333,-71.0905556,1,,1077400,43.70388889,-71.8333333
1109060,0.153396645,41.8662122,-71.12282369,4,,1078000,43.56646307,-71.747857
1053500,-23.12750443,44.7825,-71.1286111,4,,1081000,43.44174376,-71.5875752
1103025,-2.778990102,42.40704077,-71.1339422,4,,1081500,43.42285456,-71.6528543
1109070,0.220711948,41.840379,-71.142824,4,,1082000,42.8625837,-71.95924609
1105500,0.331727626,42.15454356,-71.1458842,4,,1085000,43.1520237,-71.85730149
1105554,-0.133782515,42.2092655,-71.1458851,4,,1085500,43.1928569,-71.7472995
1100627,-0.289557424,42.6714806,-71.1492239,4,,1086000,43.25091159,-71.7322996
1104000,-1.790020237,42.2550985,-71.1642196,4,,1089100,43.21369248,-71.4803481
10735562,-5.385284347,42.94897557,-71.16478279,4,,1089500,43.25674759,-71.36951248
1054114,0.426480102,44.38131944,-71.1706556,4,,1089925,43.15980438,-71.4059011
1109000,0.1885023,41.94760015,-71.1767155,4,,1091000,43.01480519,-71.64146129
1053600,-26.97764091,44.6661111,-71.18138889,4,,1091500,43.01675,-71.5506252
1054000,-11.73909725,44.4358333,-71.19027778,4,,1092000,42.9481405,-71.4634002
1105000,0.286585051,42.1775987,-71.2008863,4,,1093852,42.8425858,-71.7067399
1073319,0.31133926,43.04138889,-71.2016667,4,,1094000,42.8575865,-71.5061785
1100561,0.201382624,42.7431456,-71.208393,4,,1094400,42.57620079,-71.7881285
1100600,0.025663202,42.5681488,-71.2147792,4,,1094500,42.49506389,-71.7219333
1100505,-0.089404158,42.8492547,-71.2150607,4,,1095220,42.41092507,-71.7911829
1104200,-2.024601545,42.3164861,-71.227833,4,,1095375,42.37286967,-71.8281279
1104500,-1.338602394,42.37231857,-71.2336668,4,,1095434,42.36453675,-71.775349
1103500,0.361669076,42.256209,-71.2600558,4,,1096000,42.63425619,-71.6578479
1104480,0.023031029,42.3556519,-71.2650565,4,,1096500,42.66758945,-71.57506809
1104475,-0.278210146,42.3545408,-71.2681121,4,,10965852,42.78286636,-71.35367448
1104405,0.477039247,42.436484,-71.2695014,4,,1097000,42.432038,-71.4497848
1104455,-1462.338906,42.37259606,-71.27033448,4,,1097300,42.51259289,-71.40422829
1100568,-0.610248376,42.46703909,-71.2722795,4,,1098500,42.31514167,-71.3838083
1104430,-2.084843521,42.3981512,-71.2733903,4,,1098530,42.3253732,-71.3975605
10642505,-5.994939213,44.08388889,-71.2855556,4,,1099500,42.6367581,-71.3020047
1064801,0.624764103,43.83007396,-71.2878488,3,,1100000,42.64592464,-71.2983937
1100000,-0.25882722,42.64592464,-71.2983937,4,,1100505,42.8492547,-71.2150607
1099500,-0.975742954,42.6367581,-71.3020047,4,,1100561,42.7431456,-71.208393
1109403,0.337762246,41.83093377,-71.3503315,4,,1100568,42.46703909,-71.2722795
10965852,-3.052785742,42.78286636,-71.35367448,4,,1100600,42.5681488,-71.2147792
1089500,0.665014165,43.25674759,-71.36951248,2,,1100627,42.6714806,-71.1492239
1113895,0.352343366,41.8884331,-71.38144467,4,,1101000,42.75286948,-70.9456096
1098500,-0.177273261,42.31514167,-71.3838083,4,,1101500,42.56953869,-71.0269974
1103280,0.12103806,42.1398197,-71.3895032,4,,1102000,42.6598157,-70.8936622
1098530,0.10900326,42.3253732,-71.3975605,4,,1102345,42.4695404,-71.0069954
1097300,-0.938561754,42.51259289,-71.40422829,4,,1103025,42.40704077,-71.1339422
1114000,0.216638002,41.833989,-71.41061208,4,,1103280,42.1398197,-71.3895032
1129200,-2.33012968,45.04032368,-71.4439704,4,,1103455,42.25398645,-71.29339017
1117000,0.298966097,41.6412122,-71.4445016,4,,1103500,42.256209,-71.2600558
1116500,-0.275860147,41.75093399,-71.4450575,4,,1104000,42.2550985,-71.1642196
1097000,-0.142909347,42.432038,-71.4497848,4,,1104200,42.3164861,-71.227833
1092000,-0.062266807,42.9481405,-71.4634002,4,,1104405,42.436484,-71.2695014
1130000,0.513123239,44.62505316,-71.4689721,3,,1104430,42.3981512,-71.2733903
1116905,0.299575144,41.63,-71.47888889,4,,1104455,42.37259606,-71.27033448
1089100,0.502893904,43.21369248,-71.4803481,3,,1104475,42.3545408,-71.2681121
1114500,0.703564272,41.8589884,-71.4872823,2,,1104480,42.3556519,-71.2650565
1112500,0.336547287,42.0064871,-71.5025613,4,,1104500,42.37231857,-71.2336668
1094000,0.322751592,42.8575865,-71.5061785,4,,1105000,42.1775987,-71.2008863
1117350,0.285638005,41.4823233,-71.5511719,4,,1105500,42.15454356,-71.1458842
1111500,0.491949956,41.99648716,-71.56200758,4,,1105554,42.2092655,-71.1458851
1116000,-3.778028134,41.69010026,-71.5658958,4,,11055566,42.2709321,-71.06838369
1117370,0.226694892,41.53898957,-71.568673,4,,1105583,42.22093308,-70.9781026
1096500,-0.441549037,42.66758945,-71.57506809,4,,1105600,42.1903779,-70.9447679
1115170,-1.752116379,41.84093269,-71.584508,4,,1105608,42.21305556,-70.92638889
1115183,-0.191578394,41.79759966,-71.5847857,4,,1105638,42.2348226,-70.8719892
1081000,-1.908021858,43.44174376,-71.5875752,4,,1105730,42.1006571,-70.8225415
1117420,0.373672562,41.4767673,-71.6047849,4,,1105870,41.9909362,-70.7336491
1115098,-0.129823825,41.8525992,-71.6061754,4,,1105876,41.94177039,-70.6225338
1115110,-0.341226872,41.8456548,-71.6095088,4,,1105880,41.70011074,-70.1069625
1115114,-0.228857059,41.83759929,-71.6120089,4,,11058837,41.59233175,-70.50780579
1111212,0.139523153,42.05481959,-71.6164542,4,,1105917,41.66260446,-70.8383696
1117430,0.138586811,41.44621186,-71.6211738,4,,1105933,41.58538185,-70.9903171
1117468,-0.414516816,41.49260037,-71.6281194,4,,1108000,41.9339903,-70.9564307
1137500,0.071917707,44.2686741,-71.6303617,4,,1108410,41.8998232,-71.0894897
1129500,-0.238697859,44.74977166,-71.63120018,4,,1109000,41.94760015,-71.1767155
1115630,0.26598083,41.6267667,-71.6325646,4,,1109060,41.8662122,-71.12282369
1091000,0.62043001,43.01480519,-71.64146129,3,,1109070,41.840379,-71.142824
1115280,-0.190200461,41.80398827,-71.6497879,4,,1109403,41.83093377,-71.3503315
1081500,-0.155501452,43.42285456,-71.6528543,4,,1109730,42.1889835,-71.7650702
1096000,0.248974782,42.63425619,-71.6578479,4,,1110000,42.230372,-71.7109023
1074520,0.147105127,44.0475669,-71.6598029,4,,1110500,42.15370688,-71.65201138
1115276,-4.281070766,41.7853772,-71.6672885,4,,1111212,42.05481959,-71.6164542
1075000,0.264108949,43.9761792,-71.6795244,4,,1111300,41.9812093,-71.68590049
1117500,0.087647933,41.44510024,-71.68089828,4,,1111500,41.99648716,-71.56200758
1076500,0.55991356,43.7592388,-71.6856337,3,,1112500,42.0064871,-71.5025613
1111300,0.427676812,41.9812093,-71.68590049,4,,1113895,41.8884331,-71.38144467
1115265,-0.246586601,41.7906548,-71.6986785,4,,1114000,41.833989,-71.41061208
1115190,-0.355000908,41.8223213,-71.70034528,4,,1114500,41.8589884,-71.4872823
1115187,0.205239315,41.8187102,-71.7050677,4,,1115098,41.8525992,-71.6061754
1093852,0.300379659,42.8425858,-71.7067399,4,,1115110,41.8456548,-71.6095088
1110000,-1.01168032,42.230372,-71.7109023,4,,1115114,41.83759929,-71.6120089
1118000,0.130346236,41.49815516,-71.7164561,4,,1115170,41.84093269,-71.584508
1117800,0.067356982,41.5739884,-71.72062318,4,,1115183,41.79759966,-71.5847857
1131500,-0.000457888,44.4100591,-71.7206438,4,,1115187,41.8187102,-71.7050677
1094500,0.531288186,42.49506389,-71.7219333,3,,1115190,41.8223213,-71.70034528
1086000,0.704491877,43.25091159,-71.7322996,2,,1115265,41.7906548,-71.6986785
1078000,0.660628795,43.56646307,-71.747857,2,,1115276,41.7853772,-71.6672885
1109730,-0.288634509,42.1889835,-71.7650702,4,,1115280,41.80398827,-71.6497879
1095434,0.013208819,42.36453675,-71.775349,4,,1115630,41.6267667,-71.6325646
1094400,0.611111181,42.57620079,-71.7881285,3,,1116000,41.69010026,-71.5658958
1095220,0.465066266,42.41092507,-71.7911829,4,,1116500,41.75093399,-71.4450575
1095375,-5.410358015,42.37286967,-71.8281279,4,,1116905,41.63,-71.47888889
1118500,-0.643442216,41.38371065,-71.8331247,4,,1117000,41.6412122,-71.4445016
1077400,0.407380212,43.70388889,-71.8333333,4,,1117350,41.4823233,-71.5511719
1118300,-1.826626728,41.4748222,-71.8342361,4,,1117370,41.53898957,-71.568673
1134500,0.201390334,44.5117231,-71.8373143,4,,1117420,41.4767673,-71.6047849
1076000,0.446688493,43.79562647,-71.8453594,4,,1117430,41.44621186,-71.6211738
1133000,0.608141843,44.63394195,-71.8975942,3,,1117468,41.49260037,-71.6281194
1124151,0.149976225,41.94356667,-71.8995972,4,,1117500,41.44510024,-71.68089828
1125100,0.329232566,41.97846389,-71.90051389,4,,1117800,41.5739884,-71.72062318
1125500,0.157821001,41.909475,-71.91386389,4,,1118000,41.49815516,-71.7164561
1125490,0.324116073,41.92784444,-71.9300083,4,,1118300,41.4748222,-71.8342361
1124000,0.086778902,42.0223189,-71.9556289,4,,1118500,41.38371065,-71.8331247
1082000,0.420095014,42.8625837,-71.95924609,4,,1119382,41.8240111,-72.3128472
1127000,0.165207838,41.59749167,-71.9840944,4,,1119500,41.7506544,-72.26563469
1175670,0.190318974,42.26481407,-72.0042418,4,,1120790,41.81616944,-72.1061694
1172500,0.330365485,42.42509025,-72.0245212,4,,1121000,41.8437089,-72.1689662
1135300,0.150120648,44.4353353,-72.03842899,4,,1121330,41.83319444,-72.2427806
1135500,0.520334719,44.3656147,-72.0392613,3,,1122000,41.7201,-72.195575
1163200,0.319544507,42.58842124,-72.04091198,4,,1122500,41.70037644,-72.1820223
1138500,0.1370497,44.15339689,-72.0417577,4,,1123000,41.6717651,-72.05229807
11230695,-410.7162984,41.57000278,-72.0462444,4,,11230695,41.57000278,-72.0462444
1123000,0.642287401,41.6717651,-72.05229807,3,,1123360,42.108375,-72.1261306
1123600,-0.111036658,42.08261944,-72.0583806,4,,1123600,42.08261944,-72.0583806
1173000,0.346932296,42.39120167,-72.0650774,4,,1124000,42.0223189,-71.9556289
1139000,-0.052044837,44.1503413,-72.0650915,4,,1124151,41.94356667,-71.8995972
1162000,0.277217668,42.6842527,-72.08341388,4,,1125100,41.97846389,-71.90051389
1120790,0.476655199,41.81616944,-72.1061694,4,,1125490,41.92784444,-71.9300083
1162500,0.522075359,42.6825859,-72.1150812,3,,1125500,41.909475,-71.91386389
1127500,0.219408302,41.5587094,-72.1214666,4,,1127000,41.59749167,-71.9840944
1135150,0.098443482,44.47616707,-72.1245431,4,,1127500,41.5587094,-72.1214666
1123360,-0.179045072,42.108375,-72.1261306,4,,11277905,41.3686111,-72.2022222
1121000,0.577321426,41.8437089,-72.1689662,3,,1129200,45.04032368,-71.4439704
1122500,0.233034938,41.70037644,-72.1820223,4,,1129500,44.74977166,-71.63120018
4296500,0.450130434,44.94032449,-72.1892684,4,,1130000,44.62505316,-71.4689721
1122000,0.309870912,41.7201,-72.195575,4,,1131500,44.4100591,-71.7206438
4296280,0.499937309,44.87138889,-72.2005556,4,,1133000,44.63394195,-71.8975942
11277905,-4.966115296,41.3686111,-72.2022222,4,,1134500,44.5117231,-71.8373143
1174500,0.258783255,42.3934237,-72.2384148,4,,1135150,44.47616707,-72.1245431
1121330,-0.814016398,41.83319444,-72.2427806,4,,1135300,44.4353353,-72.03842899
1176000,-1.037321175,42.18231566,-72.263691,4,,1135500,44.3656147,-72.0392613
1119500,0.191573545,41.7506544,-72.26563469,4,,1137500,44.2686741,-71.6303617
1157000,-0.013648384,43.03924586,-72.2700858,4,,1138500,44.15339689,-72.0417577
4296000,0.251913958,44.8689363,-72.2701041,4,,1139000,44.1503413,-72.0650915
1173500,-0.230576309,42.2362038,-72.27258047,4,,1139800,44.0928419,-72.33565327
1158000,0.140595973,42.9948023,-72.31119719,4,,1142500,43.93450969,-72.6578821
1144500,-0.314553851,43.64618187,-72.3123134,4,,1144000,43.71423614,-72.418149
1119382,0.158024715,41.8240111,-72.3128472,4,,1144500,43.64618187,-72.3123134
1160350,0.364797899,42.87147076,-72.3281415,4,,1150900,43.62229069,-72.7589899
1175500,-1645.288845,42.2678699,-72.3325824,4,,1151500,43.60257077,-72.35425819
1194000,0.392187256,41.44166944,-72.33267778,4,,1152500,43.38757327,-72.36203409
1194500,0.337643398,41.42751667,-72.33477778,4,,1153000,43.33340716,-72.51481258
1139800,-2.294818679,44.0928419,-72.33565327,4,,1153550,43.1917433,-72.48508889
1151500,0.5249678,43.60257077,-72.35425819,3,,1154000,43.13757777,-72.4881444
1154950,0.352196492,43.14944444,-72.3616667,4,,1154500,43.12618905,-72.4367549
1152500,0.680524066,43.38757327,-72.36203409,2,,1154950,43.14944444,-72.3616667
1174565,0.55411421,42.45508906,-72.3817516,3,,1155500,43.1089665,-72.775374
4293000,0.359016409,44.97282337,-72.38538628,4,,1157000,43.03924586,-72.2700858
1144000,0.594578563,43.71423614,-72.418149,3,,1158000,42.9948023,-72.31119719
1154500,-0.24700187,43.12618905,-72.4367549,4,,1158110,42.9192478,-72.279252
1166500,0.514080257,42.5975862,-72.43786449,3,,1160350,42.87147076,-72.3281415
1193500,0.480526536,41.55232124,-72.44925287,4,,1161000,42.78591586,-72.4861996
1153550,0.68715378,43.1917433,-72.48508889,2,,1162000,42.6842527,-72.08341388
1161000,0.346723392,42.78591586,-72.4861996,4,,1162500,42.6825859,-72.1150812
1154000,0.799530928,43.13757777,-72.4881444,1,,1163200,42.58842124,-72.04091198
1177000,-0.709730945,42.16064906,-72.5139756,4,,1166500,42.5975862,-72.43786449
