site,average,lat,long,range,,site_no,dec_lat_va,dec_long_va
1021000,0.46750034,45.1369444,-67.3180556,4,,1010000,46.70055556,-69.7155556
1018500,-2.769756067,45.5683333,-67.4283333,4,,1010070,46.89388889,-69.7516667
1021480,0.377140102,44.9369444,-67.7361111,4,,1010500,47.11305556,-69.0880556
1019000,-0.499349724,45.1725,-67.76888889,4,,1011000,47.0697222,-69.0794444
1022500,0.547909186,44.60805556,-67.93527778,3,,1011500,47.20697926,-68.9564281
1022294,-0.171448565,44.85909167,-68.10396389,4,,1013500,47.2375,-68.58277778
1017000,-1.651731988,46.7772222,-68.1572222,4,,1014000,47.2833333,-68.58527778
1030500,0.67725332,45.5011111,-68.3058333,2,,1015800,46.52305556,-68.3716667
1015800,-1.868427297,46.52305556,-68.3716667,4,,1017000,46.7772222,-68.1572222
1013500,-2.001029983,47.2375,-68.58277778,4,,1017060,46.7836111,-67.9891667
1014000,-0.978972835,47.2833333,-68.58527778,4,,1017290,46.8886111,-67.945
1029200,-0.529901419,46.14305556,-68.6336111,4,,1017550,46.62805556,-67.9530556
1034500,-0.180479713,45.2361111,-68.65138889,4,,1017960,46.105,-67.88138889
1034000,-0.597339236,45.26055556,-68.8686111,4,,1018000,46.105,-67.8666667
1037380,0.45445529,44.32916667,-69.0608333,4,,1018009,46.11527778,-67.84027778
1011000,-1.373188369,47.0697222,-69.0794444,4,,1018035,46.1811111,-67.80388889
1010500,-0.536214504,47.11305556,-69.0880556,4,,1018500,45.5683333,-67.4283333
1031500,-0.276919733,45.175,-69.3147222,4,,1019000,45.1725,-67.76888889
1031450,-0.371105727,45.1844444,-69.4522222,4,,1021000,45.1369444,-67.3180556
1031300,-0.339783535,45.2672222,-69.58388889,4,,1021470,44.8008333,-67.725
1038000,0.219792486,44.22277778,-69.59388889,4,,1021480,44.9369444,-67.7361111
1010000,-0.84678992,46.70055556,-69.7155556,4,,1022294,44.85909167,-68.10396389
1010070,-1.243854284,46.89388889,-69.7516667,4,,1022500,44.60805556,-67.93527778
1049500,0.309644773,44.22916667,-69.7780556,4,,1022840,44.33277778,-68.2066667
1046500,-2.881893526,45.0519444,-69.8855556,4,,1027200,45.93527778,-69.9936111
1048000,-0.113673509,44.70805556,-69.9375,4,,1029200,46.14305556,-68.6336111
1047000,0.134278097,44.86916667,-69.955,4,,1029500,45.73027778,-68.5894444
1042500,-1.476897995,45.3397222,-69.9619444,4,,1030350,45.7086111,-68.1580556
1059000,-0.617752531,44.0722222,-70.2080556,4,,1030500,45.5011111,-68.3058333
11058837,-79.29309349,41.59233175,-70.50780579,4,,1031300,45.2672222,-69.58388889
1057000,0.333878279,44.30388889,-70.5397222,4,,1031450,45.1844444,-69.4522222
1054500,-0.932723968,44.5519444,-70.5441667,4,,1031500,45.175,-69.3147222
1055000,0.265845743,44.64277778,-70.58888889,4,,1031510,45.15027778,-69.23638889
1063310,-65.14275427,43.85555556,-70.6397222,4,,1034000,45.26055556,-68.8686111
1105870,0.060956209,41.9909362,-70.7336491,4,,1034500,45.2361111,-68.65138889
1066000,0.505563308,43.80805556,-70.7816667,3,,1037000,44.8611111,-68.8316667
1105730,0.292403745,42.1006571,-70.8225415,4,,1037380,44.32916667,-69.0608333
1102000,0.423363998,42.6598157,-70.8936622,4,,1038000,44.22277778,-69.59388889
1105600,0.114947524,42.1903779,-70.9447679,4,,1042500,45.3397222,-69.9619444
1101000,0.66093244,42.75286948,-70.9456096,2,,1043500,45.22905,-70.20112778
1073500,-0.131559808,43.10258558,-70.952559,4,,1044550,45.3136111,-70.2416667
1108000,0.71321756,41.9339903,-70.9564307,2,,1046000,45.0644444,-69.8805556
1073000,-0.100868519,43.1486955,-70.9650603,4,,1046500,45.0519444,-69.8855556
1072800,0.01779259,43.26841527,-70.9736739,4,,1047000,44.86916667,-69.955
1054200,0.760375512,44.39055556,-70.9797222,1,,1047150,44.77888889,-69.8869444
1105933,0.750749577,41.58538185,-70.9903171,1,,1047200,44.85777778,-70.48527778
1102345,-1.604523144,42.4695404,-71.0069954,4,,1048000,44.70805556,-69.9375
1101500,0.430789018,42.56953869,-71.0269974,4,,1048220,44.9475,-69.6569444
1073587,0.528870582,42.9845316,-71.038392,3,,1049500,44.22916667,-69.7780556
1052500,0.479926815,44.8775,-71.0575,4,,1052500,44.8775,-71.0575
11055566,-18.98012049,42.2709321,-71.06838369,4,,1053500,44.7825,-71.1286111
1064500,0.423215164,43.9908333,-71.0905556,4,,1053600,44.6661111,-71.18138889
1109060,0.532648723,41.8662122,-71.12282369,3,,1054000,44.4358333,-71.19027778
1053500,-9.779635539,44.7825,-71.1286111,4,,1054114,44.38131944,-71.1706556
1109070,0.397463112,41.840379,-71.142824,4,,1054200,44.39055556,-70.9797222
1105500,0.63360301,42.15454356,-71.1458842,3,,1054300,44.5933333,-70.7330556
1104000,-0.789875946,42.2550985,-71.1642196,4,,1054500,44.5519444,-70.5441667
10735562,-70.77981762,42.94897557,-71.16478279,4,,1055000,44.64277778,-70.58888889
1109000,0.627011949,41.94760015,-71.1767155,3,,1055500,44.26944444,-70.2297222
1054000,-7.343963507,44.4358333,-71.19027778,4,,1057000,44.30388889,-70.5397222
1105000,0.709385163,42.1775987,-71.2008863,2,,1059000,44.0722222,-70.2080556
1100600,0.309068692,42.5681488,-71.2147792,4,,1063310,43.85555556,-70.6397222
1104200,0.508007978,42.3164861,-71.227833,3,,1064118,43.68694444,-70.3472222
1104500,0.23876635,42.37231857,-71.2336668,4,,10642505,44.08388889,-71.2855556
1103500,0.768404206,42.256209,-71.2600558,1,,1064500,43.9908333,-71.0905556
1100568,-0.341998775,42.46703909,-71.2722795,4,,1064801,43.83007396,-71.2878488
1104430,-1.027659667,42.3981512,-71.2733903,4,,1066000,43.80805556,-70.7816667
10642505,-41.44666874,44.08388889,-71.2855556,4,,1067950,43.4322222,-70.5533333
1064801,0.823055572,43.83007396,-71.2878488,1,,1068910,43.4183333,-70.7380556
1100000,0.094106473,42.64592464,-71.2983937,4,,1069500,43.4183333,-70.6583333
1099500,0.73668907,42.6367581,-71.3020047,2,,1069700,43.37916667,-70.5833333
1109403,0.609076233,41.83093377,-71.3503315,3,,1072800,43.26841527,-70.9736739
10965852,-57.1123161,42.78286636,-71.35367448,4,,1072870,43.23480487,-70.9564507
1103280,0.617322318,42.1398197,-71.3895032,3,,1073000,43.1486955,-70.9650603
1098530,0.724565968,42.3253732,-71.3975605,2,,1073319,43.04138889,-71.2016667
1097300,-0.852548605,42.51259289,-71.40422829,4,,1073500,43.10258558,-70.952559
1114000,0.27956665,41.833989,-71.41061208,4,,10735562,42.94897557,-71.16478279
1129200,-5.18929817,45.04032368,-71.4439704,4,,1073587,42.9845316,-71.038392
1117000,0.748896316,41.6412122,-71.4445016,2,,1073785,43.0358333,-70.8475
1116500,0.663861009,41.75093399,-71.4450575,2,,1074520,44.0475669,-71.6598029
1097000,0.519710085,42.432038,-71.4497848,3,,1075000,43.9761792,-71.6795244
1092000,0.155851018,42.9481405,-71.4634002,4,,1076000,43.79562647,-71.8453594
1130000,0.870046334,44.62505316,-71.4689721,1,,1076500,43.7592388,-71.6856337
1089100,0.804042086,43.21369248,-71.4803481,1,,1077400,43.70388889,-71.8333333
1114500,0.519273231,41.8589884,-71.4872823,3,,1078000,43.56646307,-71.747857
1112500,0.760487453,42.0064871,-71.5025613,1,,1081000,43.44174376,-71.5875752
1117350,-0.494340954,41.4823233,-71.5511719,4,,1081500,43.42285456,-71.6528543
1111500,0.803740882,41.99648716,-71.56200758,1,,1082000,42.8625837,-71.95924609
1116000,0.573408749,41.69010026,-71.5658958,3,,1085000,43.1520237,-71.85730149
1117370,0.221750978,41.53898957,-71.568673,4,,1085500,43.1928569,-71.7472995
1096500,-0.667716006,42.66758945,-71.57506809,4,,1086000,43.25091159,-71.7322996
1081000,-0.896419945,43.44174376,-71.5875752,4,,1089100,43.21369248,-71.4803481
1117420,0.186838177,41.4767673,-71.6047849,4,,1089500,43.25674759,-71.36951248
1115098,0.596590578,41.8525992,-71.6061754,3,,1089925,43.15980438,-71.4059011
1117468,-1.618536957,41.49260037,-71.6281194,4,,1091000,43.01480519,-71.64146129
1137500,0.603281799,44.2686741,-71.6303617,3,,1091500,43.01675,-71.5506252
1129500,-0.207484784,44.74977166,-71.63120018,4,,1092000,42.9481405,-71.4634002
1110500,0.428306497,42.15370688,-71.65201138,4,,1093852,42.8425858,-71.7067399
1096000,-0.457540335,42.63425619,-71.6578479,4,,1094000,42.8575865,-71.5061785
1074520,0.47828837,44.0475669,-71.6598029,4,,1094400,42.57620079,-71.7881285
1117500,0.234820015,41.44510024,-71.68089828,4,,1094500,42.49506389,-71.7219333
1076500,0.683630289,43.7592388,-71.6856337,2,,1095220,42.41092507,-71.7911829
1111300,0.64515858,41.9812093,-71.68590049,3,,1095375,42.37286967,-71.8281279
1115187,0.7676075,41.8187102,-71.7050677,1,,1095434,42.36453675,-71.775349
1110000,0.425698725,42.230372,-71.7109023,4,,1096000,42.63425619,-71.6578479
1118000,0.793883901,41.49815516,-71.7164561,1,,1096500,42.66758945,-71.57506809
1117800,0.502828109,41.5739884,-71.72062318,3,,10965852,42.78286636,-71.35367448
1131500,0.488671712,44.4100591,-71.7206438,4,,1097000,42.432038,-71.4497848
1094500,0.757642147,42.49506389,-71.7219333,1,,1097300,42.51259289,-71.40422829
1078000,0.367298657,43.56646307,-71.747857,4,,1098500,42.31514167,-71.3838083
1094400,0.746891219,42.57620079,-71.7881285,2,,1098530,42.3253732,-71.3975605
1095220,0.28864767,42.41092507,-71.7911829,4,,1099500,42.6367581,-71.3020047
1095375,0.484755974,42.37286967,-71.8281279,4,,1100000,42.64592464,-71.2983937
1118500,0.841493268,41.38371065,-71.8331247,1,,1100505,42.8492547,-71.2150607
1118300,0.810185046,41.4748222,-71.8342361,1,,1100561,42.7431456,-71.208393
1134500,-0.349966501,44.5117231,-71.8373143,4,,1100568,42.46703909,-71.2722795
1133000,0.606118902,44.63394195,-71.8975942,3,,1100600,42.5681488,-71.2147792
1124151,0.677859615,41.94356667,-71.8995972,2,,1100627,42.6714806,-71.1492239
1125500,0.703643865,41.909475,-71.91386389,2,,1101000,42.75286948,-70.9456096
1124000,0.550052182,42.0223189,-71.9556289,3,,1101500,42.56953869,-71.0269974
1127000,0.708771182,41.59749167,-71.9840944,2,,1102000,42.6598157,-70.8936622
1175670,0.675089326,42.26481407,-72.0042418,2,,1102345,42.4695404,-71.0069954
1172500,0.415020136,42.42509025,-72.0245212,4,,1103025,42.40704077,-71.1339422
1135300,0.224800451,44.4353353,-72.03842899,4,,1103280,42.1398197,-71.3895032
1135500,0.282700583,44.3656147,-72.0392613,4,,1103455,42.25398645,-71.29339017
1163200,0.630468726,42.58842124,-72.04091198,3,,1103500,42.256209,-71.2600558
1138500,-0.543462771,44.15339689,-72.0417577,4,,1104000,42.2550985,-71.1642196
11230695,-461.5399906,41.57000278,-72.0462444,4,,1104200,42.3164861,-71.227833
1123000,0.661251547,41.6717651,-72.05229807,2,,1104405,42.436484,-71.2695014
1173000,0.736704721,42.39120167,-72.0650774,2,,1104430,42.3981512,-71.2733903
1139000,-0.056355393,44.1503413,-72.0650915,4,,1104455,42.37259606,-71.27033448
1162000,0.754088633,42.6842527,-72.08341388,1,,1104475,42.3545408,-71.2681121
1162500,0.733124044,42.6825859,-72.1150812,2,,1104480,42.3556519,-71.2650565
1127500,0.545574139,41.5587094,-72.1214666,3,,1104500,42.37231857,-71.2336668
1135150,-1.231599762,44.47616707,-72.1245431,4,,1105000,42.1775987,-71.2008863
1121000,0.791054764,41.8437089,-72.1689662,1,,1105500,42.15454356,-71.1458842
1122500,0.766229434,41.70037644,-72.1820223,1,,1105554,42.2092655,-71.1458851
4296500,0.141733828,44.94032449,-72.1892684,4,,11055566,42.2709321,-71.06838369
1122000,0.69181664,41.7201,-72.195575,2,,1105583,42.22093308,-70.9781026
11277905,-66.47993345,41.3686111,-72.2022222,4,,1105600,42.1903779,-70.9447679
1174500,0.332988228,42.3934237,-72.2384148,4,,1105608,42.21305556,-70.92638889
1176000,0.545078125,42.18231566,-72.263691,3,,1105638,42.2348226,-70.8719892
1119500,0.544587609,41.7506544,-72.26563469,3,,1105730,42.1006571,-70.8225415
4296000,-0.149597608,44.8689363,-72.2701041,4,,1105870,41.9909362,-70.7336491
1173500,0.770390144,42.2362038,-72.27258047,1,,1105876,41.94177039,-70.6225338
1158000,0.444943001,42.9948023,-72.31119719,4,,1105880,41.70011074,-70.1069625
1144500,-1.458495664,43.64618187,-72.3123134,4,,11058837,41.59233175,-70.50780579
1160350,0.608097273,42.87147076,-72.3281415,3,,1105917,41.66260446,-70.8383696
1175500,-2551.830461,42.2678699,-72.3325824,4,,1105933,41.58538185,-70.9903171
1139800,-0.504942108,44.0928419,-72.33565327,4,,1108000,41.9339903,-70.9564307
1151500,-1.603216734,43.60257077,-72.35425819,4,,1108410,41.8998232,-71.0894897
1152500,0.320288318,43.38757327,-72.36203409,4,,1109000,41.94760015,-71.1767155
1174565,0.263960388,42.45508906,-72.3817516,4,,1109060,41.8662122,-71.12282369
4293000,0.292749692,44.97282337,-72.38538628,4,,1109070,41.840379,-71.142824
1144000,0.651408041,43.71423614,-72.418149,2,,1109403,41.83093377,-71.3503315
1154500,0.072929131,43.12618905,-72.4367549,4,,1109730,42.1889835,-71.7650702
1166500,0.692193349,42.5975862,-72.43786449,2,,1110000,42.230372,-71.7109023
1193500,0.847511266,41.55232124,-72.44925287,1,,1110500,42.15370688,-71.65201138
